,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
3030,=9,Li Yanan,CHN,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1994-04-27,0,0,27
3031,=9,Julia Figueroa,ESP,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1991-04-07,150,48,30
3032,=9,Éva Csernoviczki,HUN,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1986-10-16,160,51,34
3033,=9,Irina Dolgova,ROC,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1995-09-26,153,48,25
3034,=9,Maruša Štangar,SLO,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1998-01-31,0,0,23
3035,=9,Milića Nikolić,SRB,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1994-11-07,0,0,26
3036,=17,Aisha Gurbanli,AZE,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1993-05-28,0,0,28
3037,=17,Luz Álvarez,COL,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1987-02-20,0,0,34
3038,=17,Shirine Boukli,FRA,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1999-01-24,0,0,22
3039,=17,Katharina Menz,GER,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1990-10-08,0,0,30
3040,=17,Shushila Devi Likmabam,IND,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1995-02-01,0,0,26
3041,=17,Francesca Milani,ITA,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1993-09-25,0,0,27
3042,=17,Otgontsetseg Galbadrakhyn,KAZ,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1992-01-25,170,63,29
3043,=17,Kang Yu-Jeong,KOR,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1996-08-02,0,0,24
3044,=17,Harriet Bonface,MAW,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1993-01-26,0,0,28
3045,=17,Soniya Bhatta,NEP,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,2002-01-04,153,,19
3046,=17,Geronay Whitebooi,RSA,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1996-01-02,0,0,25
3047,=17,Gulkader Şentürk,TUR,,"Extra-Lightweight (≤48 kilograms), Women",JUD,Female,1996-01-08,0,0,25
3048,1,Uta Abe,JPN,Gold,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,2000-07-14,0,0,21
3049,2,Amandine Buchard,FRA,Silver,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1995-07-12,0,0,26
3050,=3,Odette Giuffrida,ITA,Bronze,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1994-10-12,160,52,26
3051,=3,Chelsie Giles,GBR,Bronze,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1997-01-25,0,0,24
3052,=5,Réka Pupp,HUN,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1996-07-04,0,0,25
3053,=5,Fabienne Kocher,SUI,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1993-06-13,0,0,28
3054,=7,Park Dae-Sol,KOR,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1996-01-21,0,0,25
3055,=7,Charline Van Snick,BEL,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1990-09-02,157,48,30
3056,=9,Larissa Pimenta,BRA,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1999-03-01,0,0,22
3057,=9,Tetiana Levytska-Shukvani,GEO,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1990-04-07,0,0,31
3058,=9,Gili Cohen,ISR,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1991-06-19,160,52,30
3059,=9,Soumiya Iraoui,MAR,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1996-03-19,0,0,25
3060,=9,Lkhagvasuren Sosorbaram,MGL,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,2001-03-22,157,,20
3061,=9,Nataliya Kuzyutina,ROC,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1989-05-08,160,52,32
3062,=9,Andreea Chițu,ROU,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1988-05-07,157,52,33
3063,=9,Angelica Delgado,USA,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1990-12-14,160,52,30
3064,=17,Ecaterina Guica,CAN,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1993-10-09,165,52,27
3065,=17,Ana Pérez,ESP,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1995-12-29,0,0,25
3066,=17,Taciana Cesar,GBS,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1988-12-12,0,0,32
3067,=17,Sabiana Anestor,HAI,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1994-03-31,0,0,27
3068,=17,Majlinda Kelmendi,KOS,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1991-05-09,162,52,30
3069,=17,Arbresha Rexhepi,MKD,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,2000-10-31,0,0,20
3070,=17,Kristine Jiménez,PAN,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1995-09-19,0,0,25
3071,=17,Agata Perenc,POL,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1990-03-19,0,0,31
3072,=17,Joana Ramos,POR,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1982-01-16,159,51,39
3073,=17,Kachakorn Warasiha,THA,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1994-06-27,0,0,27
3074,=17,Gülbadam Babamyradowa,TKM,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1991-08-24,156,52,29
3075,=17,Diyora Keldiyorova,UZB,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1998-07-13,0,0,23
3076,=17,Nguyễn Thị Thanh Thủy,VIE,,"Half-Lightweight (≤52 kilograms), Women",JUD,Female,1993-11-24,0,0,27
3077,1,Nora Gjakova,KOS,Gold,"Lightweight (≤57 kilograms), Women",JUD,Female,1992-08-17,165,57,28
3078,2,Sarah-Léonie Cysique,FRA,Silver,"Lightweight (≤57 kilograms), Women",JUD,Female,1998-07-06,0,0,23
3079,=3,Tsukasa Yoshida,JPN,Bronze,"Lightweight (≤57 kilograms), Women",JUD,Female,1995-10-05,0,0,25
3080,=3,Jessica Klimkait,CAN,Bronze,"Lightweight (≤57 kilograms), Women",JUD,Female,1996-12-31,165,57,24
3081,=5,Eteri Liparteliani,GEO,,"Lightweight (≤57 kilograms), Women",JUD,Female,1999-09-23,0,0,21
3082,=5,Kaja Kajzer,SLO,,"Lightweight (≤57 kilograms), Women",JUD,Female,2000-01-31,0,0,21
3083,=7,Julia Kowalczyk,POL,,"Lightweight (≤57 kilograms), Women",JUD,Female,1997-09-30,0,0,23
3084,=7,Timna Nelson Levy,ISR,,"Lightweight (≤57 kilograms), Women",JUD,Female,1994-07-07,0,0,27
3085,=9,Ivelina Ilieva,BUL,,"Lightweight (≤57 kilograms), Women",JUD,Female,1991-08-16,0,0,29
3086,=9,Lu Tongjuan,CHN,,"Lightweight (≤57 kilograms), Women",JUD,Female,1990-03-10,0,0,31
3087,=9,Theresa Stoll,GER,,"Lightweight (≤57 kilograms), Women",JUD,Female,1995-11-21,0,0,25
3088,=9,Kim Ji-Su,KOR,,"Lightweight (≤57 kilograms), Women",JUD,Female,2000-12-12,0,0,20
3089,=9,Sanne Verhagen,NED,,"Lightweight (≤57 kilograms), Women",JUD,Female,1992-08-24,153,57,28
3090,=9,Telma Monteiro,POR,,"Lightweight (≤57 kilograms), Women",JUD,Female,1985-12-27,163,57,35
3091,=9,Marića Perišić,SRB,,"Lightweight (≤57 kilograms), Women",JUD,Female,2000-01-25,0,0,21
3092,=9,Lien Chen-Ling,TPE,,"Lightweight (≤57 kilograms), Women",JUD,Female,1988-01-31,168,57,33
3093,=17,Diassonema Mucungui,ANG,,"Lightweight (≤57 kilograms), Women",JUD,Female,1996-06-06,0,0,25
3094,=17,Sabrina Filzmoser,AUT,,"Lightweight (≤57 kilograms), Women",JUD,Female,1980-06-12,173,57,41
3095,=17,Zouleiha Abzetta Dabonne,CIV,,"Lightweight (≤57 kilograms), Women",JUD,Female,1992-12-15,175,57,28
3096,=17,Sanda Al-Dass,EOR,,"Lightweight (≤57 kilograms), Women",JUD,Female,1990-06-26,0,0,31
3097,=17,Hedvig Karakas,HUN,,"Lightweight (≤57 kilograms), Women",JUD,Female,1990-02-21,167,61,31
3098,=17,Dorjsurengiin Sumiya,MGL,,"Lightweight (≤57 kilograms), Women",JUD,Female,1991-03-11,160,59,30
3099,=17,Miryam Roper,PAN,,"Lightweight (≤57 kilograms), Women",JUD,Female,1982-06-26,165,59,39
3100,=17,Darya Mezhetskaya,ROC,,"Lightweight (≤57 kilograms), Women",JUD,Female,1994-06-24,0,0,27
3101,=17,Ghofran Khelifi,TUN,,"Lightweight (≤57 kilograms), Women",JUD,Female,1998-07-09,0,0,23
3102,1,Clarisse Agbegnenou,FRA,Gold,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1992-10-25,164,66,28
3103,2,Tina Trstenjak,SLO,Silver,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1990-08-24,162,65,30
3104,=3,Maria Centracchio,ITA,Bronze,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1994-09-28,0,0,26
3105,=3,Catherine Beauchemin-Pinard,CAN,Bronze,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1994-06-26,161,57,27
3106,=5,Juul Franssen,NED,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1990-01-18,0,0,31
3107,=5,Anriquelis Barrios,VEN,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1993-08-20,0,0,27
3108,=7,Ketleyn Quadros,BRA,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1987-10-01,164,57,33
3109,=7,Agata Ozdoba-Blach,POL,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1988-02-25,0,0,33
3110,=9,Katharina Haecker,AUS,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1992-07-31,172,63,28
3111,=9,Magdalena Krssakova,AUT,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1994-03-03,0,0,27
3112,=9,Sandrine Billiet,CPV,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1990-02-16,0,0,31
3113,=9,Maylín del Toro,CUB,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1994-10-22,0,0,26
3114,=9,Cristina Cabana,ESP,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1993-05-06,0,0,28
3115,=9,Szofi Özbas,HUN,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,2001-10-19,163,,19
3116,=9,Miku Tashiro,JPN,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1994-04-07,163,63,27
3117,=9,Bold Gankhaich,MGL,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1995-02-21,0,0,26
3118,=17,Yang Junxia,CHN,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1989-05-02,169,63,32
3119,=17,Laerke Olsen,DEN,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1998-06-21,0,0,23
3120,=17,Estefanía García,ECU,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1988-05-13,165,63,33
3121,=17,Muna Dahouk,EOR,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1995-08-27,0,0,25
3122,=17,Lucy Renshall,GBR,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1995-12-11,0,0,25
3123,=17,Martyna Trajdos,GER,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1989-04-05,171,66,32
3124,=17,Gili Sharir,ISR,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1999-11-22,0,0,21
3125,=17,Han Hui-Ju,KOR,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1997-09-02,0,0,23
3126,=17,Damiella Nomenjanahary,MAD,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1997-06-22,0,0,24
3127,=17,Prisca Awiti,MEX,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1996-02-20,0,0,25
3128,=17,Kiyomi Watanabe,PHI,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1996-08-25,0,0,24
3129,=17,Darya Davydova,ROC,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1991-03-21,0,0,30
3130,=17,Anja Obradović,SRB,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,2000-01-24,0,0,21
3131,=17,Farangiz Khojieva,UZB,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,2001-09-01,0,0,19
3132,DNS,Cergia David,HON,,"Half-Middleweight (≤63 kilograms), Women",JUD,Female,1990-09-17,0,0,30
3133,1,Chizuru Arai,JPN,Gold,"Middleweight (≤70 kilograms), Women",JUD,Female,1993-11-01,0,0,27
3134,2,Michaela Polleres,AUT,Silver,"Middleweight (≤70 kilograms), Women",JUD,Female,1997-07-15,0,0,24
3135,=3,Madina Taymazova,ROC,Bronze,"Middleweight (≤70 kilograms), Women",JUD,Female,1999-06-30,0,0,22
3136,=3,Sanne van Dijke,NED,Bronze,"Middleweight (≤70 kilograms), Women",JUD,Female,1995-07-21,0,0,26
3137,=5,Barbara Matić,CRO,,"Middleweight (≤70 kilograms), Women",JUD,Female,1994-12-03,171,70,26
3138,=5,Giovanna Scoccimarro,GER,,"Middleweight (≤70 kilograms), Women",JUD,Female,1997-11-10,0,0,23
3139,=7,Alice Bellandi,ITA,,"Middleweight (≤70 kilograms), Women",JUD,Female,1998-11-20,0,0,22
3140,=7,Elisavet Teltsidou,GRE,,"Middleweight (≤70 kilograms), Women",JUD,Female,1995-11-08,0,0,25
3141,=9,Aoife Coughlan,AUS,,"Middleweight (≤70 kilograms), Women",JUD,Female,1995-10-13,0,0,25
3142,=9,Maria Portela,BRA,,"Middleweight (≤70 kilograms), Women",JUD,Female,1988-01-14,158,70,33
3143,=9,Margaux Pinot,FRA,,"Middleweight (≤70 kilograms), Women",JUD,Female,1994-01-06,0,0,27
3144,=9,Kim Seong-Yeon,KOR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1991-04-16,175,70,30
3145,=9,Bárbara Timo,POR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1991-03-10,168,70,30
3146,=9,María Pérez,PUR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1989-04-01,167,69,32
3147,=9,Anna Bernholm,SWE,,"Middleweight (≤70 kilograms), Women",JUD,Female,1991-03-05,0,0,30
3148,=9,Gulnoza Matniyazova,UZB,,"Middleweight (≤70 kilograms), Women",JUD,Female,1994-08-10,168,70,26
3149,=17,Demos Memneloum,CHA,,"Middleweight (≤70 kilograms), Women",JUD,Female,1994-06-10,0,0,27
3150,=17,Sun Xiaoqian,CHN,,"Middleweight (≤70 kilograms), Women",JUD,Female,1996-08-11,0,0,24
3151,=17,Arrey Sophina Ntui Ayuk Otay,CMR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1994-01-03,0,0,27
3152,=17,Nigara Shaheen,EOR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1993-07-06,0,0,28
3153,=17,María Bernabéu,ESP,,"Middleweight (≤70 kilograms), Women",JUD,Female,1988-02-15,170,70,33
3154,=17,Gemma Howell,GBR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1990-06-13,165,59,31
3155,=17,Megan Fletcher,IRL,,"Middleweight (≤70 kilograms), Women",JUD,Female,1989-08-02,0,0,31
3156,=17,Ebony Drysdale-Daley,JAM,,"Middleweight (≤70 kilograms), Women",JUD,Female,1995-01-21,0,0,26
3157,=17,Kinaua Biribo,KIR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1993-08-14,0,0,27
3158,=17,Assmaa Niang,MAR,,"Middleweight (≤70 kilograms), Women",JUD,Female,1983-01-04,185,74,38
3159,=17,Nihel Landolsi,TUN,,"Middleweight (≤70 kilograms), Women",JUD,Female,1995-07-01,0,0,26
3160,=17,Elvismar Rodríguez,VEN,,"Middleweight (≤70 kilograms), Women",JUD,Female,1997-02-14,178,70,24
3161,1,Shori Hamada,JPN,Gold,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1990-09-25,0,0,30
3162,2,Madeleine Malonga,FRA,Silver,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1993-12-25,0,0,27
3163,=3,Anna-Maria Wagner,GER,Bronze,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1996-05-17,0,0,25
3164,=3,Mayra Aguiar,BRA,Bronze,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1991-08-03,177,78,29
3165,=5,Kaliema Antomarchi,CUB,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1988-04-25,0,0,33
3166,=5,Yun Hyun-Ji,KOR,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1994-02-14,0,0,27
3167,=7,Guusje Steenhuis,NED,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1992-10-27,0,0,28
3168,=7,Aleksandra Babintseva,ROC,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1993-02-04,0,0,28
3169,=9,Bernadette Graf,AUT,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1992-06-25,175,70,29
3170,=9,Karla Prodan,CRO,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1998-08-29,0,0,22
3171,=9,Natalie Powell,GBR,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1990-10-16,175,77,30
3172,=9,Inbar Lanir,ISR,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,2000-04-03,0,0,21
3173,=9,Loriana Kuka,KOS,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1997-04-05,0,0,24
3174,=9,Beata Pacut,POL,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1995-12-13,0,0,25
3175,=9,Patricia Sampaio,POR,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1999-06-30,176,76,22
3176,=9,Anastasiya Turchyn,UKR,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1995-01-03,0,0,26
3177,=17,Ma Zhenzhao,CHN,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1998-04-24,0,0,23
3178,=17,Marie Branser,COD,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1992-08-15,0,0,28
3179,=17,Vanessa Chalá,ECU,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1990-03-13,0,0,31
3180,=17,Sarah Mazouz,GAB,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1987-04-29,177,77,34
3181,=17,Otgon Munkhtsetseg,MGL,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1988-03-16,0,0,33
3182,=17,Jovana Peković,MNE,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1998-01-16,0,0,23
3183,=17,Nefeli Papadakis,USA,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1998-10-02,78,,22
3184,=17,Karen León,VEN,,"Half-Heavyweight (≤78 kilograms), Women",JUD,Female,1997-11-30,0,0,23
3185,1,Akira Sone,JPN,Gold,"Heavyweight (>78 kilograms), Women",JUD,Female,2000-07-09,0,0,21
3186,2,Idalys Ortiz,CUB,Silver,"Heavyweight (>78 kilograms), Women",JUD,Female,1989-09-27,180,95,31
3187,=3,Iryna Kindzerska,AZE,Bronze,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-06-13,180,125,30
3188,=3,Romane Dicko,FRA,Bronze,"Heavyweight (>78 kilograms), Women",JUD,Female,1999-09-30,0,0,21
3189,=5,Xu Shiyan,CHN,,"Heavyweight (>78 kilograms), Women",JUD,Female,1997-03-15,0,0,24
3190,=5,Kayra Sayıt,TUR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1988-02-13,165,90,33
3191,=7,Maria Altheman,BRA,,"Heavyweight (>78 kilograms), Women",JUD,Female,1988-08-12,175,110,32
3192,=7,Han Mi-Jin,KOR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1995-08-02,0,0,25
3193,=9,Larisa Cerić,BIH,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-01-26,176,110,30
3194,=9,Maryna Slutskaya,BLR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-07-09,0,0,30
3195,=9,Raz Hershko,ISR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1998-06-19,0,0,23
3196,=9,Sandra Jablonskytė,LTU,,"Heavyweight (>78 kilograms), Women",JUD,Female,1992-05-08,0,0,29
3197,=9,Rochele Nunes,POR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1989-06-19,170,120,32
3198,=9,Ana Velenšek,SLO,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-05-15,178,78,30
3199,=9,Nihel Cheikh Rouhou,TUN,,"Heavyweight (>78 kilograms), Women",JUD,Female,1987-01-05,164,78,34
3200,=9,Yelyzaveta Kalanina,UKR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1995-02-01,0,0,26
3201,=17,Sonia Asselah,ALG,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-08-20,176,78,29
3202,=17,Vanessa Mballa,CMR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1992-01-05,171,78,29
3203,=17,Ivana Maranić,CRO,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-09-12,0,0,29
3204,=17,Sarah Adlington,GBR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1986-08-05,0,0,34
3205,=17,Jasmin Grabowski,GER,,"Heavyweight (>78 kilograms), Women",JUD,Female,1991-11-07,178,127,29
3206,=17,Tahani Al-Qahtani,KSA,,"Heavyweight (>78 kilograms), Women",JUD,Female,1999-08-03,0,0,21
3207,=17,Izayana Marenco,NCA,,"Heavyweight (>78 kilograms), Women",JUD,Female,1992-10-09,0,0,28
3208,=17,Tessie Savelkouls,NED,,"Heavyweight (>78 kilograms), Women",JUD,Female,1992-03-11,182,95,29
3209,=17,Melissa Mojica,PUR,,"Heavyweight (>78 kilograms), Women",JUD,Female,1983-12-29,178,82,37
3210,=17,Gabriella Wood,TTO,,"Heavyweight (>78 kilograms), Women",JUD,Female,1997-09-04,0,0,23
3211,=17,Nina Cutro-Kelly,USA,,"Heavyweight (>78 kilograms), Women",JUD,Female,1984-12-12,0,0,36
3212,1,Ryo Kiyuna,JPN,Gold,"Kata, Men",KTE,Male,1990-07-12,0,0,31
3213,2,Damián Quintero,ESP,Silver,"Kata, Men",KTE,Male,1984-07-04,0,0,37
3214,=3,Ali Sofuoğlu,TUR,Bronze,"Kata, Men",KTE,Male,1995-06-03,0,0,26
3215,=3,Ariel Torres,USA,Bronze,"Kata, Men",KTE,Male,1997-11-06,0,0,23
3216,=5,Antonio Jose Diaz,VEN,,"Kata, Men",KTE,Male,1980-06-12,0,0,41
3217,=5,Park Hui-Jun,KOR,,"Kata, Men",KTE,Male,1994-03-29,0,0,27
3218,=7,Mattia Busato,ITA,,"Kata, Men",KTE,Male,1993-02-02,0,0,28
3219,=7,Ilja Smorguner,GER,,"Kata, Men",KTE,Male,1984-06-24,0,0,37
3220,=9,Wang Yi-Ta,TPE,,"Kata, Men",KTE,Male,1991-08-28,0,0,29
3221,=9,Mohammed Al-Mosawi,KUW,,"Kata, Men",KTE,Male,1995-05-12,0,0,26
3222,11,Wael Shueb,EOR,,"Kata, Men",KTE,Male,1987-10-31,0,0,33
3223,1,Steven Da Costa,FRA,Gold,"Kumite, ≤67 kg, Men",KTE,Male,1997-01-23,0,0,24
3224,2,Eray Şamdan,TUR,Silver,"Kumite, ≤67 kg, Men",KTE,Male,1997-07-25,0,0,24
3225,=3,Darkhan Assadilov,KAZ,Bronze,"Kumite, ≤67 kg, Men",KTE,Male,1987-08-27,0,0,33
3226,=3,Abdel Rahman Al-Masatfa,JOR,Bronze,"Kumite, ≤67 kg, Men",KTE,Male,1996-05-26,0,0,25
3227,=5,Hamoon Derafshipour,EOR,,"Kumite, ≤67 kg, Men",KTE,Male,1992-09-22,0,0,28
3228,=5,Ali El-Sawy,EGY,,"Kumite, ≤67 kg, Men",KTE,Male,1995-02-16,0,0,26
3229,=7,Kalvis Kalniņš,LAT,,"Kumite, ≤67 kg, Men",KTE,Male,1991-02-16,0,0,30
3230,=7,Naoto Sago,JPN,,"Kumite, ≤67 kg, Men",KTE,Male,1992-06-19,0,0,29
3231,=9,Andrés Eduardo Madera,VEN,,"Kumite, ≤67 kg, Men",KTE,Male,1988-06-06,0,0,33
3232,=9,Firdovsi Farzaliyev,AZE,,"Kumite, ≤67 kg, Men",KTE,Male,1993-07-10,0,0,28
3233,11,Angelo Crescenzo,ITA,,"Kumite, ≤67 kg, Men",KTE,Male,1993-08-05,0,0,27
3234,1,Luigi Busà,ITA,Gold,"Kumite, ≤75 kg, Men",KTE,Male,1987-10-09,0,0,33
3235,2,Rafael Aghayev,AZE,Silver,"Kumite, ≤75 kg, Men",KTE,Male,1985-03-04,0,0,36
3236,=3,Stanislav Horuna,UKR,Bronze,"Kumite, ≤75 kg, Men",KTE,Male,1989-03-01,0,0,32
3237,=3,Gábor Hárspataki,HUN,Bronze,"Kumite, ≤75 kg, Men",KTE,Male,1996-02-27,0,0,25
3238,=5,Noah Bitsch,GER,,"Kumite, ≤75 kg, Men",KTE,Male,1989-09-29,0,0,31
3239,=5,Ken Nishimura,JPN,,"Kumite, ≤75 kg, Men",KTE,Male,1995-12-31,0,0,25
3240,=7,Nurkanat Azhikanov,KAZ,,"Kumite, ≤75 kg, Men",KTE,Male,2001-02-23,0,0,20
3241,=7,Tom Scott,USA,,"Kumite, ≤75 kg, Men",KTE,Male,1990-01-09,0,0,31
3242,=9,Tsuneari Yahiro,AUS,,"Kumite, ≤75 kg, Men",KTE,Male,1987-09-12,0,0,33
3243,=9,Abdalla Mamduh,EGY,,"Kumite, ≤75 kg, Men",KTE,Male,1999-03-29,0,0,22
3244,1,Sajad Ganjzadeh,IRI,Gold,"Kumite, >75 kg, Men",KTE,Male,1992-01-04,0,0,29
3245,2,Tareg Hamedi,KSA,Silver,"Kumite, >75 kg, Men",KTE,Male,1998-07-26,0,0,23
3246,=3,Uğur Aktaş,TUR,Bronze,"Kumite, >75 kg, Men",KTE,Male,1995-10-10,0,0,25
3247,=3,Ryutaro Araga,JPN,Bronze,"Kumite, >75 kg, Men",KTE,Male,1990-10-16,0,0,30
3248,=5,Ivan Kvesić,CRO,,"Kumite, >75 kg, Men",KTE,Male,1996-10-13,0,0,24
3249,=5,Gogita Arkania,GEO,,"Kumite, >75 kg, Men",KTE,Male,1984-05-26,0,0,37
3250,=7,Daniel Gaysinsky,CAN,,"Kumite, >75 kg, Men",KTE,Male,1994-09-03,0,0,26
3251,=7,Daniyar Yuldashev,KAZ,,"Kumite, >75 kg, Men",KTE,Male,1996-09-03,0,0,24
3252,9,Brian Irr,USA,,"Kumite, >75 kg, Men",KTE,Male,1988-07-17,0,0,33
3253,DNS,Jonathan Horne,GER,,"Kumite, >75 kg, Men",KTE,Male,1989-01-17,0,0,32
3254,1,Sandra Sánchez,ESP,Gold,"Kata, Women",KTE,Female,1981-09-16,0,0,39
3255,2,Kiyou Shimizu,JPN,Silver,"Kata, Women",KTE,Female,1993-12-07,0,0,27
3256,=3,Grace Lau,HKG,Bronze,"Kata, Women",KTE,Female,1991-10-19,0,0,29
3257,=3,Viviana Bottaro,ITA,Bronze,"Kata, Women",KTE,Female,1987-09-02,0,0,33
